node,thULA,thURA,thULB,thURB,dthULA,dthURA,dthULB,dthURB,tLeftA,tRightA,tLeftB,tRightB
21,1.404784584,2.862489534,0.582265456,1.690369406,8.619986851,0.905032735,-4.158505373,-3.065927784,-0.094817691,-4.099996744,8.464551952,-11.89738318
22,1.562016615,2.784816714,0.540265475,1.636261362,12.64899813,-6.248620933,-3.378813376,-4.352882423,1.716290641,-7.309061901,9.761587051,-11.13369744
23,1.719812998,2.685585564,0.514887957,1.595906601,19.04159255,-11.97441348,-3.062353876,-4.869686532,3.722670347,-8.325833355,7.455146295,-6.133699471
24,1.685861192,2.62658073,0.501690664,1.518626598,-2.731353813,-4.746819038,-1.06169538,-6.217019319,8.722649183,-13.3258288,7.385233896,-1.13370017
25,1.628186728,2.60400755,0.51050774,1.478628035,-4.639793404,-1.815966424,0.7093158,-3.21780308,10.62251847,-17.02434448,2.385234725,3.866299676
26,1.587933732,2.573254473,0.518822495,1.483447445,-3.238271649,-2.474022524,0.668905136,0.387711741,8.755609121,-17.05413713,-0.232141108,3.61464804
27,1.56041595,2.534943162,0.538866419,1.497307641,-2.213749672,-3.082067162,1.612492951,1.115024622,7.51170328,-15.59598713,0.194934955,1.168196722
28,1.542839874,2.490999647,0.563875522,1.52190815,-1.413959595,-3.535166563,2.011931582,1.979061014,6.706341672,-14.03513843,-0.525149134,1.115185858
29,1.532523634,2.461388639,0.580372642,1.542429096,-1.2448805,-3.573217343,1.990739183,2.476302027,3.971417247,-9.035155104,-0.714522684,0.839823239
30,1.523144751,2.43190522,0.5959982,1.566815651,-1.131767959,-3.557820961,1.885566334,2.942772654,3.784148623,-8.371017617,-0.905268515,0.7629099
31,1.514392646,2.402691591,0.610259932,1.594585476,-1.056133411,-3.525265147,1.720990722,3.351038458,3.616670728,-8.009940304,-1.066906225,0.670546351
32,1.505979862,2.373862008,0.622801156,1.625117959,-1.015186883,-3.478921495,1.513373702,3.684413651,3.466300111,-7.678119298,-1.199430633,0.561406769
33,1.49764334,2.34550398,0.633392951,1.657681591,-1.005984301,-3.42201808,1.278132486,3.929516573,3.331505078,-7.374167906,-1.303313051,0.435422093
34,1.489147029,2.317678913,0.641924771,1.691460863,-1.025266219,-3.357704712,1.029551194,4.07621006,3.211477858,-7.097012105,-1.379155153,0.292862008
35,1.480285188,2.290422369,0.648393546,1.725578659,-1.06937551,-3.289099843,0.780599538,4.117060488,3.105988541,-6.845850947,-1.427776208,0.1341974
36,1.470885858,2.263743972,0.652892526,1.759111822,-1.134235431,-3.219333795,0.542900697,4.046511754,3.015270233,-6.620132141,-1.450194429,-0.040043438
37,1.460814149,2.2376269,0.655601882,1.791099091,-1.215372611,-3.151597683,0.326943156,3.859965636,2.939927227,-6.41954288,-1.447533288,-0.229399495
