node,thULA,thURA,thULB,thURB,dthULA,dthURA,dthULB,dthURB
55,1.9495561265717636,2.836352341468343,0.4629009176550895,1.4261736291255371,-0.07126071280267117,-2.19719573410078,-3.3905542401459883,-4.81345816373673
56,1.9469905940036798,2.8292901152276295,0.45268527780291135,1.4118567529090091,-0.8668457221565832,-2.386194851635581,-3.4516746406255474,-4.8374061032533415
57,1.9421942867042583,2.8215455567002303,0.44230259638184255,1.3974517448816803,-1.620582997390396,-2.616742232782202,-3.508114874193851,-4.867184195886807
58,1.9341474453119112,2.813567171852663,0.43172831321834676,1.3829244114978019,-2.718877976364688,-2.6957477836759622,-3.572853521931677,-4.9085156357498505
59,1.921918414341654,2.805779268520157,0.420937321129526,1.3682419242353174,-4.131961987963244,-2.631387606598786,-3.6460754111967972,-4.960939211364486
60,1.9047231009878338,2.798572520255264,0.40990275018267175,1.3533752841635696,-5.8099763337103045,-2.4350261027801827,-3.728376141492558,-5.023160974234688
61,1.8819790937588665,2.792291183367484,0.3985952773921346,1.3383016296375934,-7.684776634818413,-2.1223467995189718,-3.8205845533188505,-5.093107249588486
62,1.8533392635408654,2.787215597291113,0.38698347126339316,1.3230057346254098,-9.676865341582689,-1.7149460250564494,-3.923413072811098,-5.168198106804863
63,1.8186938584149241,2.7835410125839872,0.37503531355650077,1.3074802184185699,-11.706037111591314,-1.2415737323587643,-4.037059951344066,-5.245782759163007
64,1.7781394322723623,2.7813567668837926,0.3627205448244034,1.2917244042193088,-13.702585054081078,-0.7380159290311553,-4.160930927236208,-5.32359608302021
65,1.7319232371044058,2.7806311821795644,0.3500131465391067,1.275742226273665,-15.615591096442952,-0.2451615500992227,-4.2935930749317865,-5.400080095792855
66,1.6803777650499712,2.7812060920403594,0.33689328501972277,1.2595398494499077,-17.416254193681155,0.19425132557678834,-4.4329566516760295,-5.4744811145849255
67,1.6238595944562007,2.7828015545934037,0.32334833610694536,1.243123628767046,-19.09643607776718,0.5390770497098007,-4.576585695751199,-5.5467348927841105
68,1.5627014249742084,2.785028146885658,0.3093729659840715,1.2264987915050716,-20.664204858584213,0.7523240092597314,-4.722016921690834,-5.617222455018313
69,1.49872783779928,2.789982356834984,0.29457029865651974,1.2103664668650662,-21.615485857243847,1.673935444649336,-5.001546112980476,-5.450812600941025
